Clade,Genus,Species,GenusFinal,SpeciesFinal,Specimen,Reference,Page,R L,L L,L,R L,L L,L,R L,L L,L,R L,L L,L,L Min Shaft W,R Min Shaft W,Min Shaft W,R Circ,L Circ,Circ,R L,L L,L,R L,L L,L,MC I L,MC II L,MC III L,MC IV L,MC V L,I-1 L,I-2 L,II-1 L,II-2 L,II-3 L,III-1 L,III-2 L,III-3 L,III-4 L,IV-1 L,IV-2 L,IV-3 L,V-1 L,V-2 L,V-3 L,V-4 L,R L,L L,L,R Circ,L Circ,Circ,R Midshaft ML W,L Midshaft ML W,Midshaft ML W,R Midshaft AP L,L Shaft AP L,Shaft AP L,R L,L L,L,R L,L L,L,MT I L,MT II L,MT III L,MT IV L,MT V L,I-1 L,I-2 L,II-1 L,II-2 L,II-3 L,III-1 L,III-2 L,III-3 L,III-4 L,IV-1 L,IV-2 L,IV-3 L,IV-4 L,IV-5 L,Entry 1,Entry 2,,,,,,,Total Entries,Fem Entries,Difference,
Ankylosauria,Nodosaurus,textilis,Nodosaurus,textilis,YPM 1815,personal observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,609,,,288,,,101.1,,,63.4,,,455,,,,,,124.4,,,,,,,,,,,,,,,,,Matthew T. Carrano,N/A,,,,,,,6,4,2,
Ankylosauria,Nodosaurus,textilis,Nodosaurus,textilis,YPM 1815,Lull 1921,,,,,,,,,,,,,,,,,,,,,,,,,,,@,,@,,,,,,,,,,,,,,,,,,,,@,,,,,,@,,,,,,@,,,,@,@,@,@,,,,,,,,,,,,,,,,Andrew A. Farke,Christian Foth,John Dziak,,,,,,9,2,7,
Ankylosauria,,,Nodosaurus,textilis,YPM 1815,combined,,,,,,,,,,,,,,,,,,,,,,,,,,,126,,123,,,,,,,,,,,,,,,,,,,,603,,,288,,,98,,,63,,,450,,,,85,125,127,124,,,,,,,,,,,,,,,,Andrew A. Farke,,,,,,,,11,4,7,
Ankylosauria,Panoplosaurus,mirus,Panoplosaurus,mirus,CMN 2759,Maleev 1954,5,,,,,,410,,,,,,430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Roman E. Ulansky,Christian Foth,Henrique Niza,Jorge Câmara,was blank specimen number in original,,,,2,0,2,
Ankylosauria,Panoplosaurus,mirus,Panoplosaurus,mirus,CMN 2759,Sternberg 1921,@,,,,,,410,,,,,,430,,,,,,,,,,,,,,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385,,,310,,,,,,,,,,,,,,,,,,,,Jorge Câmara,Christan Foth,,,,,,,5,0,5,
Ankylosauria,Panoplosaurus,mirus,Panoplosaurus,mirus,CMN 2759,Carpenter 1990,292,,,,,410,,,,,,430,,,,,,,,,,,,,,- / 96,- / 105,- / 110,,,- / 52,,- / 28,,,,,,,,,,,,,,,,,,,,,,,,,,385,,,,,,,,,,,,,,,,,,,,,,,,,Andrew A. Farke,Ville-Veikko Sinkkonen,Leo Sham,,,,,,8,0,8,
Ankylosauria,,,Panoplosaurus,mirus,CMN 2759,combined,,,,,,,410,,,,,,430,,,,,,,,,,,,,96,105,110,,,52,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,385,,,310,,,,,,,,,,,,,,,,,,,,Andrew A. Farke,,,,,,,,9,0,9,
Ankylosauria,Panoplosaurus,sp.,Panoplosaurus,sp.,PU 21178,Horner 1979,572,,,,,,,,,,,,,,,,,,,,,535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,John Dziak,Bruce D. Woollatt,,,,,,,1,0,1,
Ankylosauria,Pinacosaurus,ninghsiensis,Pinacosaurus,grangeri,holotype,Young 1935,5,,,,460e,,,,,,350e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500e,,,,,,,,,,,,,320,,,,,,,,,,,,,,,,,,,,,,,,Jorge Câmara,Aidan Sites,,,,,,,4,1,3,
Ankylosauria,Pinacosaurus,grangeri,Pinacosaurus,grangeri,PIN 614,Maryanska 1977,96,,,,,390,,,580,,,290,,,,,,,,,210e,,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jorge Câmara,Bruce D.Woollatt,Christian Foth,,,,,,5,0,5,
Ankylosauria,Syrmosaurus,viminicaudus,Pinacosaurus,grangeri,PIN 614,Maleev 1954,142 4 14,,,,,,400,,,,,,300,,,,,,,,,225,,,145.5,,,,,,,,,,,,,,,,,,,,,,,,400,,,,,,,,,,,,270,,,270e,,,,,,,,,,,,,,,,,,,,Roman E. Ulansky,Christian Foth,Henrique Niza,Jorge Câmara,Yves-A. Klein,,,,7,1,6,
Ankylosauria,,,Pinacosaurus,grangeri,PIN 614,combined,,,,,,,395,,,580,,,295,,,,,,,,,218,,,160,,,,,,,,,,,,,,,,,,,,,,,,400,,,,,,,,,,,,270,,,270,,,,,,,,,,,,,,,,,,,,Robert J. Taylor,,,,,,,,8,1,7,
Ankylosauria,Pinacosaurus,grangeri,Pinacosaurus,grangeri,ZPAL MgD-II/1,Carrano 2006,Table A8.1 (unnumbered),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243,,,,,,42,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,Robert J. Taylor,Andrew A. Farke,David Button,,,,,,3,3,0,
Ankylosauria,Pinacosaurus,grangeri,Pinacosaurus,grangeri,ZPAL MgD-II/1,Maryanska 1977,96,,,,,190e,,,300e,,,160e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jorge Câmara,Bruce D.Woollatt,Christian Foth,,,,,,3,0,3,
Ankylosauria,,,Pinacosaurus,grangeri,ZPAL MgD-II/1,combined,,,,,,,190,,,300,,,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243,,,,,,42,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,Robert J. Taylor,,,,,,,,6,3,3,
Ankylosauria,Pinacosaurus,grangeri,Pinacosaurus,grangeri,ZPAL MgD-II/9,Maryanska 1977,97,,,,,,,,,,,,,,,,,,,,,,,,,34,35,37,33e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,45e,42,,,,,,,,,,,,,,,,,Jorge Câmara,Christian Foth,Bruce D.Woollatt,,,,,,7,0,7,
Ankylosauria,Polacanthus,foxii,Polacanthus,foxii,NHM R1106,Pereda-Suberbiola 1994,137,,,,,,,,,,,420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robert J. Taylor,Rui Castanhinha,Note: Juvenile,,,,,,1,0,1,
Ankylosauria,Polacanthus,foxii,Polacanthus,foxii,NHM R1107,Blows 1996,677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405,,,,,,,,,,,,,,,,,,,,,,,Robert J. Taylor,Andrew A. Farke,,,,,,,1,0,1,
Ankylosauria,Polacanthus,foxii,Polacanthus,foxii,NHM R1107,Pereda-Suberbiola 1994,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405,,,,,,,,,,,,,,,,,,,,,,,,,Robert J. Taylor,Rui Castanhinha,,,,,,,1,0,1,
Ankylosauria,,,Polacanthus,foxii,NHM R1107,combined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405,,,,,,,,,,,,,,,,,,,,,,,Robert J. Taylor,,,,,,,,1,0,1,
Ankylosauria,Polacanthus,foxii,Polacanthus,foxii,NHM R175,Blows 1996,677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345,,,,,,,,,,,,,,,,,,,,,,,Robert J. Taylor,,,,,,,,1,0,1,
Ankylosauria,Polacanthus,foxii,Polacanthus,foxii,NHM R175,Carrano 2006,Table A8.1 (unnumbered),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,548,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,Robert J. Taylor,Andrew A. Farke,David Button,,,,,,2,2,0,
Ankylosauria,Polacanthus,foxii,Polacanthus,foxii,NHM R175,Ford & Kirkland 2001,247-248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,560,,,,,,,,,,405,,,,,,,,,,,,,,,,,,,,,,,,,Robert J. Taylor,Roman E. Ulansky,,,,,,,2,1,1,
Ankylosauria,Polacanthus,foxii,Polacanthus,foxii,NHM R175,Pereda-Suberbiola 1994,@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,545,530,,,,,,,,,,,,345,,,,,,,,,,,,,,,,,,,,,,,,Christian Foth,Robert J. Taylor,,,,,,,3,2,1,
Ankylosauria,,,Polacanthus,foxii,NHM R175,combined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,546,,,,,,,,,41,,,345,,,,,,,,,,,,,,,,,,,,,,,Robert J. Taylor,,FLAG: Tentatively discounting 1 of 3 tibia measurements (405 mm [Right tibia] in Ford & Kirkland 2001 vs. 345 mm in two other pubs). 405 mm matches BMNH R1107.,,,,,,3,2,1,
Ankylosauria,Polacanthus,rudgwickensis,Polacanthus,rudgwickensis,HORSM 1988.1546,Blows 1996,677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,550e,,,,,,,,,,,,,,,,,,,,,,,Robert J. Taylor,Christian Foth,,,,,,,1,0,1,
Ankylosauria,Saichania,chulsanensis,Saichania,chulsanensis,GI SPS 100/151,Maryanska 1977,96,,,,400,,,580,,,,300,,,,,,,,,210,,,182,,51,46,56,58,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jorge Câmara,Christian Foth,Bruce D.Woollatt,,,,,,10,0,10,
Ankylosauria,Sauropelta,edwardsi,Sauropelta,edwardsi,AMNH 3016,personal observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,530,,,,,,135.7,,,,,,,,,,,,,,,,,Matthew T. Carrano,N/A,,,,,,,2,0,2,
Ankylosauria,Sauropelta,edwardsi,Sauropelta,edwardsi,AMNH 3032,Carrano 2006,Table A8.1 (unnumbered),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,764,,,,,,104,,,88,,,,,,,,,,,,,,,,,,,,,,,,,,Robert J. Taylor,Andrew A. Farke,David Button,,,,,,3,3,0,
Ankylosauria,Sauropelta,edwardsi,Sauropelta,edwardsi,AMNH 3032,"Varialle, pers. obs.",,,,,,,,,,,610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Frank J. Varriale,N/A,,,,,,,2,1,1,
Ankylosauria,Sauropelta,edwardsi,Sauropelta,edwardsi,AMNH 3032,personal observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,764,,,,,,104,,,88,,,380,,,,,145,178,147,,,,,,,,,,,,,,,,Matthew T. Carrano,N/A,,,,,,,7,3,4,
Ankylosauria,Sauropelta,edwardsi,Sauropelta,edwardsi,AMNH 3032,Ostrom 1970,"115, 119-120",,,,,,,,,,590,550,,,,,,255,,430,460,,350e,395,,/ ?105,/ ?110,/ ?125,/ ?145,/ ?140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andrew A. Farke,Robert J. Taylor,,,,,,,12,0,12,
Ankylosauria,,,Sauropelta,edwardsi,AMNH 3032,combined,,,,,,,,,,,,,583,,,,,,255,,,445,,,373,105,110,125,145,140,,,,,,,,,,,,,,,,,,,759,,,,,,104,,,88,,,380,,,,,145,178,147,,,,,,,,,,,,,,,,Robert J. Taylor,,,,,,,,16,3,13,
Ankylosauria,Sauropelta,edwardsi,Sauropelta,edwardsi,AMNH 3035,personal observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,530,,,,,,,,,,,,,,,,,,,,,,,Matthew T. Carrano,N/A,,,,,,,1,0,1,
Ankylosauria,Sauropelta,edwardsi,Sauropelta,edwardsi,AMNH 3035,Ostrom 1970,119-120,,,,,,,,,,,565,,,,,,240e,,490,485,,,,,/ ?98,/ ?110,/ ?115,/ ?120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andrew A. Farke,Robert J. Taylor,,,,,,,8,0,8,
Ankylosauria,,,Sauropelta,edwardsi,AMNH 3035,combined,,,,,,,,,,,,,565,,,,,,240,,,488,,,,98,110,115,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,530,,,,,,,,,,,,,,,,,,,,,,,Robert J. Taylor,,,,,,,,8,0,8,
Ankylosauria,Sauropelta,edwardsi,Sauropelta,edwardsi,YPM 5189,Maidment et al 2008,suppl. xxxiii,,,,,,,,,,,,,,,,,,,,,390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robert J. Taylor,Diane Dawson,,,,,,,1,0,1,
Ankylosauria,Sauropelta,edwardsorum,Sauropelta,edwardsi,YPM 5456,Ford & Kirkland 2001,247-248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,770,,,,,,,,,,,,570,,,,,,,,,,,,,,,,,,,,,,,Robert J. Taylor,Roman E. Ulansky,,,,,,,2,1,1,
Ankylosauria,Sauropelta,,Sauropelta,edwardsi,YPM 5456,Maidment et al 2008,suppl. xxxvi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,770,,,,,,,,,,,,580,,,,,,,,,,,,,,,,,,,,,,,Robert J. Taylor,Diane Dawson,,,,,,,2,1,1,
Ankylosauria,Sauropelta,edwardsi,Sauropelta,edwardsi,YPM 5456,Ostrom 1970,119-120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,770,,,,,,,,,,,,575,,,,,,,,,,,,,,,,,,,,,,,,,Andrew A. Farke,Robert J. Taylor,,,,,,,2,1,1,
Ankylosauria,,,Sauropelta,edwardsi,YPM 5456,combined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,770,,,,,,,,,,,,575,,,,,,,,,,,,,,,,,,,,,,,Robert J. Taylor,,,,,,,,2,1,1,
Ankylosauria,Sauropelta,edwardsi,Sauropelta,edwardsi,YPM 5459,Ostrom 1970,119-120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760,,,,,,,,,,,,550,,,,,/ ?120e,/ ?165,/ ?185,/ ?155,,,,,,,,,,,,,,,,Andrew A. Farke,Robert J. Taylor,,,,,,,6,1,5,
Ankylosauria,Sauropelta ,edwardsi,Sauropelta ,edwardsi,AMNH 3036,Carpenter 1984,1493 (Table 1),,,,485,,,,,,495,,,,,,,,,485,,,325,,,74 / ,92 / ,113 /,118 /,102 /,,,26,,,28,16,8,50,24,13,61,45,,,,535,700,,,,,,,,,,,,,,535,,,94,120,93,,,,,120,,,,,,,,48,75,,,Mauricio Molina,Brian Switek,Note: Measurements of MT and Pes given as uncertain by Carpenter,,,,,,27,2,25,
Ankylosauria,Shanxia,tianzhenensis,Shanxia,tianzhenensis,IVPP V.11276,Carrano 2006,Table A8.1 (unnumbered),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402.6,,,,,,67.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robert J. Taylor,Andrew A. Farke,David Button,,,,,,2,2,0,
Ankylosauria,Struthiosaurus,transilvanicus,Struthiosaurus,transilvanicus,NHM R11011 (cast),personal observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265,,,96,,,33.5,,,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,Matthew T. Carrano,N/A,,,,,,,4,4,0,
Ankylosauria,Struthiosaurus,transylvanicus,Struthiosaurus,transylvanicus,MCNA 6531/6540,Carrano 2006,Table A8.1 (unnumbered),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robert J. Taylor,Andrew A. Farke,David Button,,,,,,1,1,0,
Ankylosauria,Struthiosaurus,transylvanicus,Struthiosaurus,transylvanicus,NHM R11011,Carrano 2006,Table A8.1 (unnumbered),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,Robert J. Taylor,Andrew A. Farke,David Button,,,,,,2,2,0,
Ankylosauria,,,Struthiosaurus,transylvanicus,NHM R11011,combined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265,,,96,,,34,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,Robert J. Taylor,,,,,,,,4,4,0,
Ankylosauria,Talarurus,plicatospineus,Talarurus,plicatospineus,PIN 557-20,Maryanska 1977,96,,,,,430,,,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jorge Câmara,Bruce D.Woollatt,Christian Foth,,,,,,2,0,2,
Ankylosauria,Talarurus,plicatospineus,Talarurus,plicatospineus,PIN 557-3,Maryanska 1977,"96, 97",,,,,,,,,,,,,,,,,,,,,,,,,59,65,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,89,87,,,,,,,,,,,,,,,,Jorge Câmara,Bruce D.Woollatt,Christian Foth,,,,,,6,0,6,
Ankylosauria,Talarurus,plicatospineus,Talarurus,plicatospineus,PIN 557-3,Maleev 1956,51,,,,,,350,,,,,,335,,,,,,,,,225,,,164,59,65,67,,,,,,,,,,,,,,,,,,,,,470,,,,,,,,,,,,298,,,267,,81,89,87,,,,,,,,,,,,,,,,Jorge Câmara,John Dziak,Jonathan Ryan Paugh,Aidan Sites,,,,,13,1,12,
Ankylosauria,,,Talarurus,plicatospineus,PIN 557-3,combined,,,,,,,350,,,,,,335,,,,,,,,,225,,,164,59,65,67,,,,,,,,,,,,,,,,,,,,,470,,,,,,,,,,,,298,,,267,,81,89,87,,,,,,,,,,,,,,,,Robert J. Taylor,,,,,,,,13,1,12,
Ankylosauria,Talarurus,plicatospineus,Talarurus,plicatospineus,PIN 557-71,Maryanska 1977,96,,,,,,,,,,,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jorge Câmara,Bruce D.Woollatt,Christian Foth,,,,,,1,0,1,
Ankylosauria,Talarurus,plicatospineus,Talarurus,plicatospineus,PIN 557-80,Maryanska 1977,96,,,,,,,,,,,,,,,,,,,,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jorge Câmara,Bruce D.Woollatt,Christian Foth,,,,,,1,0,1,
Ankylosauria,Talarurus,plicatospineus,Talarurus,plicatospineus,PIN 557-85,Maryanska 1977,96,,,,,,,,,,,,,,,,,,,,,,,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jorge Câmara,Bruce D.Woollatt,Christian Foth,,,,,,1,0,1,
Ankylosauria,Talarurus,plicatospineus,Talarurus,plicatospineus,PIN 557-91,Maryanska 1977,96,,,,,380e,,,550e,,,320,,,,,,,,,220,,,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jorge Câmara,Bruce D.Woollatt,Christian Foth,,,,,,5,0,5,
Ankylosauria,"""Dyoplosaurus""",giganteus,Tarchia,gigantea,PIN 551-29,Maryanska 1977,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,70,,,,,,,,,,,,,,,,,Jorge Câmara,Bruce D.Woollatt,Christian Foth,,,,,,2,0,2,
Ankylosauria,Dyoplosaurus,giganteus,Tarchia,gigantea,PIN 551-29,Maleev 1956,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,70,,,,,,,,,,,,,,,,,Jorge Câmara,John Dziak,,,,,,,2,0,2,
Ankylosauria,,,Tarchia,gigantea,PIN 551-29,combined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,70,,,,,,,,,,,,,,,,,Robert J. Taylor,,,,,,,,2,0,2,
Ankylosauria,Zhejiangosaurus,lishuiensis,Zhejiangosaurus,lishuiensis,ZMNH M8718,Lu et al. 2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@,,,,,,@,,,,,,@,,,@,,@,@,@,,,,@,@,@,@,,,,@,,,,,Andrew A. Farke,Christian Foth,,,,,,,12,2,10,
Archosauriformes,Euparkeria,capensis,Euparkeria,capensis,SAM 5867,Ewer 1965,433,,,,,,@,,,,,,@,,,,,,,,,@,,,@,,,,,,,,,,,,,,,,,,,,,,,,55.8,,,,,,,,,,,,@,,,,,,,,,,,,,,,,,,,,,,,Randall B. Irmis,William Banks Miller,Christian Foth,Roman E. Ulansky,,,,,6,1,5,
Archosauriformes,Euparkeria,capensis,Euparkeria,capensis,SAM 6047b,Ewer 1965,433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.6,,,,,,,,,,,,51,,,,,,,,,,,,,,,,,,,,,,,Randall B. Irmis,Roman E. Ulansky,Christian Foth,William Banks Miller,,,,,2,1,1,
Archosauriformes,Euparkeria,capensis,Euparkeria,capensis,SAM 6049,Ewer 1965,433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.8,,,,,,,,,,,,44.1,,,,11.8,17.7,,,,,,,,,,,,,,,,,,Randall B. Irmis,William Banks Miller,Christian Foth,Roman E. Ulansky,,,,,4,1,3,
Ceratopsia,Achelousaurus,horneri,Achelousaurus,horneri,MOR 591,personal observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,612,,,258,,,85.9,,,68.2,,,,,,,,,,,,,,,,,,,,,,,,,,Matthew T. Carrano,N/A,,,,,,,4,4,0,
Ceratopsia,Avaceratops,,Avaceratops,lammersi,ANSP 15800,Adams 1991,5,,,,,,,,,,,,285,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robert J. Taylor,Christian Foth,,,juvenile,,,,2,0,2,
Ceratopsia,Avaceratops,,Avaceratops,lammersi,ANSP 15800,Chinnery 2004b,supplemental,,,,,,343,,,,,,292,,,37,,,,,,234,,,203,,,,,,,,,,,,,,,,,,,,,,,,398,,,,,,57,,,,,,299,,,292,,,,,,,,,,,,,,,,,,,,Andrew A. Farke,Mathew J. Wedel,,,juvenile,,,,9,2,7,
Ceratopsia,Avaceratops,lammersi,Avaceratops,lammersi,ANSP 15800,Penkalski and Dodson 1999,700,,,,,368,,,,,,290,,,,,,,,,230,,,192,,,,,,,,,,,,,,,,,,,,,,,395,400,,,,,,,,,,,315,e284+,,292,,,,,,,,,,,,,,,,,,,,,,Jay M. Fitzsimmons,John Dziak,,,juvenile,,,,9,2,7,
Ceratopsia,Avaceratops,lammersi,Avaceratops,lammersi,ANSP 15800,Dodson 1986,@,,,,,365,,,,,,285,,,,,,,,,230,,,198,,52,77,74,59,,,,,,,,,,,,,,,,,,395,414,,,,,,,,,,,320,285,,,,,57,,113,,,,,,,,,,,,,,,,,Fernando Racimo,Christian Foth,Andrea Cau,David Button,juvenile,,,,14,2,12,
Ceratopsia,,,Avaceratops,lammersi,ANSP 15800,combined,,,,,,,359,,,,,,288,,,37,,,,,,231,,,198,52,77,74,59,,,,,,,,,,,,,,,,,,,,400,,,,,,57,,,,,,301,,,292,57,,113,,,,,,,,,,,,,,,,,Robert J. Taylor,,,,juvenile,,,,15,2,13,
Ceratopsia,Breviceratops,,Bagaceratops,rozhdestvenskyi,ZPAL MgD-I/117,Chinnery 2004b,supplemental,,,,,,,,,,,,30.9e,,,4,,,,,,30,,,27,,,,,,,,,,,,,,,,,,,,,,,,40.5e,,,,,,5,,,11,,,40.3e,,,,,,,,,,,,,,,,,,,,,,,Andrew A. Farke,Mathew J. Wedel,,,,,,,8,3,5,
Ceratopsia,Monoclonius,,Centrosaurinae,indet.,AMNH 3998,Chinnery 2004b,supplemental,,,,,,,,,,,,561,,,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,552,,,,,,,,,,,,,,,,,,,,,,,Andrew A. Farke,Mathew J. Wedel,,,,,,,3,0,3,
Ceratopsia,Monoclonius,,Centrosaurinae,indet.,AMNH 5237,Chinnery 2004b,supplemental,,,,,,740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andrew A. Farke,Mathew J. Wedel,,,,,,,1,0,1,
Ceratopsia,Centrosaurus,cutleri,Centrosaurinae,indet.,AMNH 5427,Brown 1917,305,,450,,,,,,,,,,,,,,,,,,,,,,,97,140,143,105,,50,73,,,61,42,,,,36,,,,,,,,,800,,,,,,,,,,,,500,,,460,103,200,230,184,69,92,,64,,77,40,,,,,,,77,,Andrew A. Farke,Tom H. Green,Ville-Veikko Sinkkonen,,,,,,23,1,22,
Ceratopsia,Centrosaurus,cutleri,Centrosaurinae,indet.,AMNH 5427,combined,,,,450,,,,,,,,,,,,,,,,,,,,,,97,140,143,105,,50,73,,,61,42,,,,36,,,,,,,,,800,,,,,,,,,,,,500,,,460,103,200,230,184,69,92,,64,,77,40,,,,,,,77,,Andrew A. Farke,,,,,,,,23,1,22,
Ceratopsia,Monoclonius,,Centrosaurinae,indet.,ROM 1426,Chinnery 2004b,supplemental,,,,,,,,,,,,,,,,,,,,,413,,,302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,551,,,485,,,,,,,,,,,,,,,,,,,,Andrew A. Farke,Mathew J. Wedel,,,,,,,4,0,4,
Ceratopsia,Monoclonius?,sp.,Centrosaurinae,indet.,USNM 12745,personal observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,628,,,,,,,,,,,,,,,,,,,,,,,Matthew T. Carrano,N/A,,,,,,,1,0,1,
Ceratopsia,Brachyceratops,montanus,Centrosaurinae,indet.,USNM 14765,"Varialle, pers. obs.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Frank J. Varriale,N/A,,,,,,,1,1,0,
